,date,away,home,time
515,"Wed, Dec 29, 2021",New York Knicks,Detroit Pistons,7:00p
516,"Wed, Dec 29, 2021",Charlotte Hornets,Indiana Pacers,7:00p
517,"Wed, Dec 29, 2021",Los Angeles Clippers,Boston Celtics,7:30p
518,"Wed, Dec 29, 2021",Atlanta Hawks,Chicago Bulls,8:00p
519,"Wed, Dec 29, 2021",Los Angeles Lakers,Memphis Grizzlies,8:00p
520,"Wed, Dec 29, 2021",Miami Heat,San Antonio Spurs,8:30p
521,"Wed, Dec 29, 2021",Oklahoma City Thunder,Phoenix Suns,9:00p
522,"Wed, Dec 29, 2021",Utah Jazz,Portland Trail Blazers,10:00p
523,"Wed, Dec 29, 2021",Dallas Mavericks,Sacramento Kings,10:30p
524,"Thu, Dec 30, 2021",Philadelphia 76ers,Brooklyn Nets,7:00p
525,"Thu, Dec 30, 2021",Milwaukee Bucks,Orlando Magic,7:00p
526,"Thu, Dec 30, 2021",Cleveland Cavaliers,Washington Wizards,7:00p
527,"Thu, Dec 30, 2021",Golden State Warriors,Denver Nuggets,9:30p
528,"Fri, Dec 31, 2021",Phoenix Suns,Boston Celtics,1:00p
529,"Fri, Dec 31, 2021",Chicago Bulls,Indiana Pacers,3:00p
530,"Fri, Dec 31, 2021",Dallas Mavericks,Sacramento Kings,6:00p
531,"Fri, Dec 31, 2021",Miami Heat,Houston Rockets,7:00p
532,"Fri, Dec 31, 2021",Atlanta Hawks,Cleveland Cavaliers,7:30p
533,"Fri, Dec 31, 2021",Los Angeles Clippers,Toronto Raptors,7:30p
534,"Fri, Dec 31, 2021",San Antonio Spurs,Memphis Grizzlies,8:00p
535,"Fri, Dec 31, 2021",New York Knicks,Oklahoma City Thunder,8:00p
536,"Fri, Dec 31, 2021",Minnesota Timberwolves,Utah Jazz,9:00p
537,"Fri, Dec 31, 2021",Portland Trail Blazers,Los Angeles Lakers,10:30p
538,"Sat, Jan 1, 2022",New Orleans Pelicans,Milwaukee Bucks,6:30p
539,"Sat, Jan 1, 2022",San Antonio Spurs,Detroit Pistons,7:00p
540,"Sat, Jan 1, 2022",Chicago Bulls,Washington Wizards,7:00p
541,"Sat, Jan 1, 2022",Los Angeles Clippers,Brooklyn Nets,7:30p
542,"Sat, Jan 1, 2022",Denver Nuggets,Houston Rockets,8:00p
543,"Sat, Jan 1, 2022",Golden State Warriors,Utah Jazz,9:00p
544,"Sun, Jan 2, 2022",New York Knicks,Toronto Raptors,3:30p
545,"Sun, Jan 2, 2022",Orlando Magic,Boston Celtics,6:00p
546,"Sun, Jan 2, 2022",Indiana Pacers,Cleveland Cavaliers,6:00p
547,"Sun, Jan 2, 2022",Miami Heat,Sacramento Kings,6:00p
548,"Sun, Jan 2, 2022",Phoenix Suns,Charlotte Hornets,7:00p
549,"Sun, Jan 2, 2022",Dallas Mavericks,Oklahoma City Thunder,7:00p
550,"Sun, Jan 2, 2022",Minnesota Timberwolves,Los Angeles Lakers,9:30p
551,"Mon, Jan 3, 2022",Houston Rockets,Philadelphia 76ers,7:00p
552,"Mon, Jan 3, 2022",Charlotte Hornets,Washington Wizards,7:00p
553,"Mon, Jan 3, 2022",Memphis Grizzlies,Brooklyn Nets,7:30p
554,"Mon, Jan 3, 2022",Orlando Magic,Chicago Bulls,8:00p
555,"Mon, Jan 3, 2022",Detroit Pistons,Milwaukee Bucks,8:00p
556,"Mon, Jan 3, 2022",Utah Jazz,New Orleans Pelicans,8:00p
557,"Mon, Jan 3, 2022",Denver Nuggets,Dallas Mavericks,8:30p
558,"Mon, Jan 3, 2022",Miami Heat,Golden State Warriors,10:00p
559,"Mon, Jan 3, 2022",Atlanta Hawks,Portland Trail Blazers,10:00p
560,"Mon, Jan 3, 2022",Minnesota Timberwolves,Los Angeles Clippers,10:30p
561,"Tue, Jan 4, 2022",Memphis Grizzlies,Cleveland Cavaliers,7:00p
562,"Tue, Jan 4, 2022",San Antonio Spurs,Toronto Raptors,7:00p
563,"Tue, Jan 4, 2022",Indiana Pacers,New York Knicks,7:30p
564,"Tue, Jan 4, 2022",Phoenix Suns,New Orleans Pelicans,8:00p
565,"Tue, Jan 4, 2022",Sacramento Kings,Los Angeles Lakers,10:30p
566,"Wed, Jan 5, 2022",Detroit Pistons,Charlotte Hornets,7:00p
567,"Wed, Jan 5, 2022",Philadelphia 76ers,Orlando Magic,7:00p
568,"Wed, Jan 5, 2022",Houston Rockets,Washington Wizards,7:00p
569,"Wed, Jan 5, 2022",San Antonio Spurs,Boston Celtics,7:30p
570,"Wed, Jan 5, 2022",Golden State Warriors,Dallas Mavericks,7:30p
571,"Wed, Jan 5, 2022",Brooklyn Nets,Indiana Pacers,7:30p
572,"Wed, Jan 5, 2022",Toronto Raptors,Milwaukee Bucks,8:00p
573,"Wed, Jan 5, 2022",Oklahoma City Thunder,Minnesota Timberwolves,8:00p
574,"Wed, Jan 5, 2022",Utah Jazz,Denver Nuggets,10:00p
575,"Wed, Jan 5, 2022",Miami Heat,Portland Trail Blazers,10:00p
576,"Wed, Jan 5, 2022",Atlanta Hawks,Sacramento Kings,10:00p
577,"Thu, Jan 6, 2022",Boston Celtics,New York Knicks,7:30p
578,"Thu, Jan 6, 2022",Detroit Pistons,Memphis Grizzlies,8:00p
579,"Thu, Jan 6, 2022",Golden State Warriors,New Orleans Pelicans,8:00p
580,"Thu, Jan 6, 2022",Los Angeles Clippers,Phoenix Suns,10:00p
581,"Fri, Jan 7, 2022",San Antonio Spurs,Philadelphia 76ers,7:00p
582,"Fri, Jan 7, 2022",Milwaukee Bucks,Brooklyn Nets,7:30p
583,"Fri, Jan 7, 2022",Utah Jazz,Toronto Raptors,7:30p
584,"Fri, Jan 7, 2022",Washington Wizards,Chicago Bulls,8:00p
585,"Fri, Jan 7, 2022",Dallas Mavericks,Houston Rockets,8:00p
586,"Fri, Jan 7, 2022",Minnesota Timberwolves,Oklahoma City Thunder,8:00p
587,"Fri, Jan 7, 2022",Sacramento Kings,Denver Nuggets,9:00p
588,"Fri, Jan 7, 2022",Atlanta Hawks,Los Angeles Lakers,10:00p
589,"Fri, Jan 7, 2022",Cleveland Cavaliers,Portland Trail Blazers,10:00p
590,"Sat, Jan 8, 2022",Memphis Grizzlies,Los Angeles Clippers,3:30p
591,"Sat, Jan 8, 2022",Milwaukee Bucks,Charlotte Hornets,7:00p
592,"Sat, Jan 8, 2022",Orlando Magic,Detroit Pistons,7:00p
593,"Sat, Jan 8, 2022",Utah Jazz,Indiana Pacers,7:00p
594,"Sat, Jan 8, 2022",New York Knicks,Boston Celtics,7:30p
595,"Sat, Jan 8, 2022",Miami Heat,Phoenix Suns,9:00p
596,"Sun, Jan 9, 2022",Atlanta Hawks,Los Angeles Clippers,3:30p
597,"Sun, Jan 9, 2022",Washington Wizards,Orlando Magic,6:00p
598,"Sun, Jan 9, 2022",New Orleans Pelicans,Toronto Raptors,6:00p
599,"Sun, Jan 9, 2022",Minnesota Timberwolves,Houston Rockets,7:00p
600,"Sun, Jan 9, 2022",Denver Nuggets,Oklahoma City Thunder,7:00p
601,"Sun, Jan 9, 2022",San Antonio Spurs,Brooklyn Nets,7:30p
602,"Sun, Jan 9, 2022",Chicago Bulls,Dallas Mavericks,7:30p
603,"Sun, Jan 9, 2022",Cleveland Cavaliers,Golden State Warriors,8:30p
604,"Sun, Jan 9, 2022",Sacramento Kings,Portland Trail Blazers,9:00p
605,"Sun, Jan 9, 2022",Memphis Grizzlies,Los Angeles Lakers,9:30p
606,"Mon, Jan 10, 2022",Milwaukee Bucks,Charlotte Hornets,7:00p
607,"Mon, Jan 10, 2022",Utah Jazz,Detroit Pistons,7:00p
608,"Mon, Jan 10, 2022",Indiana Pacers,Boston Celtics,7:30p
609,"Mon, Jan 10, 2022",San Antonio Spurs,New York Knicks,7:30p
610,"Mon, Jan 10, 2022",Cleveland Cavaliers,Sacramento Kings,10:00p
611,"Tue, Jan 11, 2022",Oklahoma City Thunder,Washington Wizards,7:00p
612,"Tue, Jan 11, 2022",Phoenix Suns,Toronto Raptors,7:30p
613,"Tue, Jan 11, 2022",Golden State Warriors,Memphis Grizzlies,8:00p
614,"Tue, Jan 11, 2022",Minnesota Timberwolves,New Orleans Pelicans,8:00p
615,"Tue, Jan 11, 2022",Denver Nuggets,Los Angeles Clippers,10:30p
616,"Wed, Jan 12, 2022",Phoenix Suns,Detroit Pistons,7:00p
617,"Wed, Jan 12, 2022",Boston Celtics,Indiana Pacers,7:00p
618,"Wed, Jan 12, 2022",Charlotte Hornets,Philadelphia 76ers,7:00p
619,"Wed, Jan 12, 2022",Orlando Magic,Washington Wizards,7:00p
620,"Wed, Jan 12, 2022",Miami Heat,Atlanta Hawks,7:30p
621,"Wed, Jan 12, 2022",Dallas Mavericks,New York Knicks,7:30p
622,"Wed, Jan 12, 2022",Houston Rockets,San Antonio Spurs,8:30p
623,"Wed, Jan 12, 2022",Cleveland Cavaliers,Utah Jazz,9:00p
624,"Wed, Jan 12, 2022",Brooklyn Nets,Chicago Bulls,10:00p
625,"Wed, Jan 12, 2022",Los Angeles Lakers,Sacramento Kings,10:00p
626,"Thu, Jan 13, 2022",Golden State Warriors,Milwaukee Bucks,7:30p
627,"Thu, Jan 13, 2022",Minnesota Timberwolves,Memphis Grizzlies,8:00p
628,"Thu, Jan 13, 2022",Los Angeles Clippers,New Orleans Pelicans,8:00p
629,"Thu, Jan 13, 2022",Oklahoma City Thunder,Brooklyn Nets,8:30p
630,"Thu, Jan 13, 2022",Portland Trail Blazers,Denver Nuggets,10:00p
631,"Fri, Jan 14, 2022",Orlando Magic,Charlotte Hornets,7:00p
632,"Fri, Jan 14, 2022",Toronto Raptors,Detroit Pistons,7:00p
633,"Fri, Jan 14, 2022",Phoenix Suns,Indiana Pacers,7:00p
634,"Fri, Jan 14, 2022",Boston Celtics,Philadelphia 76ers,7:30p
635,"Fri, Jan 14, 2022",Golden State Warriors,Chicago Bulls,8:00p
636,"Fri, Jan 14, 2022",Atlanta Hawks,Miami Heat,8:00p
637,"Fri, Jan 14, 2022",Cleveland Cavaliers,San Antonio Spurs,8:30p
638,"Fri, Jan 14, 2022",Dallas Mavericks,Memphis Grizzlies,10:00p
639,"Fri, Jan 14, 2022",Houston Rockets,Sacramento Kings,10:00p
640,"Sat, Jan 15, 2022",Toronto Raptors,Milwaukee Bucks,6:30p
641,"Sat, Jan 15, 2022",Portland Trail Blazers,Washington Wizards,7:00p
642,"Sat, Jan 15, 2022",New York Knicks,Atlanta Hawks,7:30p
643,"Sat, Jan 15, 2022",New Orleans Pelicans,Brooklyn Nets,7:30p
644,"Sat, Jan 15, 2022",Philadelphia 76ers,Miami Heat,8:00p
645,"Sat, Jan 15, 2022",Cleveland Cavaliers,Oklahoma City Thunder,8:00p
646,"Sat, Jan 15, 2022",Chicago Bulls,Boston Celtics,8:30p
647,"Sat, Jan 15, 2022",Los Angeles Clippers,San Antonio Spurs,8:30p
648,"Sat, Jan 15, 2022",Los Angeles Lakers,Denver Nuggets,9:00p
649,"Sat, Jan 15, 2022",Orlando Magic,Dallas Mavericks,9:30p
650,"Sun, Jan 16, 2022",Houston Rockets,Sacramento Kings,6:00p
651,"Sun, Jan 16, 2022",Utah Jazz,Denver Nuggets,8:00p
652,"Sun, Jan 16, 2022",Golden State Warriors,Minnesota Timberwolves,8:00p
653,"Mon, Jan 17, 2022",New Orleans Pelicans,Boston Celtics,12:30p
654,"Mon, Jan 17, 2022",Charlotte Hornets,New York Knicks,1:00p
655,"Mon, Jan 17, 2022",Philadelphia 76ers,Washington Wizards,2:00p
656,"Mon, Jan 17, 2022",Brooklyn Nets,Cleveland Cavaliers,3:00p
657,"Mon, Jan 17, 2022",Indiana Pacers,Los Angeles Clippers,3:30p
658,"Mon, Jan 17, 2022",Chicago Bulls,Memphis Grizzlies,3:30p
659,"Mon, Jan 17, 2022",Milwaukee Bucks,Atlanta Hawks,6:00p
660,"Mon, Jan 17, 2022",Portland Trail Blazers,Orlando Magic,7:00p
661,"Mon, Jan 17, 2022",Toronto Raptors,Miami Heat,7:30p
662,"Mon, Jan 17, 2022",Oklahoma City Thunder,Dallas Mavericks,8:30p
663,"Mon, Jan 17, 2022",Phoenix Suns,San Antonio Spurs,8:30p
664,"Mon, Jan 17, 2022",Utah Jazz,Los Angeles Lakers,10:30p
665,"Tue, Jan 18, 2022",Minnesota Timberwolves,New York Knicks,7:30p
666,"Tue, Jan 18, 2022",Detroit Pistons,Golden State Warriors,10:00p
667,"Wed, Jan 19, 2022",Orlando Magic,Philadelphia 76ers,7:00p
668,"Wed, Jan 19, 2022",Brooklyn Nets,Washington Wizards,7:00p
669,"Wed, Jan 19, 2022",Minnesota Timberwolves,Atlanta Hawks,7:30p
670,"Wed, Jan 19, 2022",Charlotte Hornets,Boston Celtics,7:30p
671,"Wed, Jan 19, 2022",Portland Trail Blazers,Miami Heat,7:30p
672,"Wed, Jan 19, 2022",Cleveland Cavaliers,Chicago Bulls,8:00p
673,"Wed, Jan 19, 2022",Memphis Grizzlies,Milwaukee Bucks,8:00p
674,"Wed, Jan 19, 2022",Toronto Raptors,Dallas Mavericks,8:30p
675,"Wed, Jan 19, 2022",Oklahoma City Thunder,San Antonio Spurs,8:30p
676,"Wed, Jan 19, 2022",Houston Rockets,Utah Jazz,9:00p
677,"Wed, Jan 19, 2022",Los Angeles Clippers,Denver Nuggets,10:00p
678,"Wed, Jan 19, 2022",Detroit Pistons,Sacramento Kings,10:00p
679,"Wed, Jan 19, 2022",Indiana Pacers,Los Angeles Lakers,10:30p
680,"Thu, Jan 20, 2022",New Orleans Pelicans,New York Knicks,7:30p
681,"Thu, Jan 20, 2022",Phoenix Suns,Dallas Mavericks,10:00p
682,"Thu, Jan 20, 2022",Indiana Pacers,Golden State Warriors,10:00p
683,"Fri, Jan 21, 2022",Oklahoma City Thunder,Charlotte Hornets,7:00p
684,"Fri, Jan 21, 2022",Los Angeles Lakers,Orlando Magic,7:00p
685,"Fri, Jan 21, 2022",Los Angeles Clippers,Philadelphia 76ers,7:00p
686,"Fri, Jan 21, 2022",Miami Heat,Atlanta Hawks,7:30p
687,"Fri, Jan 21, 2022",Portland Trail Blazers,Boston Celtics,7:30p
688,"Fri, Jan 21, 2022",Chicago Bulls,Milwaukee Bucks,8:00p
689,"Fri, Jan 21, 2022",Toronto Raptors,Washington Wizards,8:00p
690,"Fri, Jan 21, 2022",Brooklyn Nets,San Antonio Spurs,8:30p
691,"Fri, Jan 21, 2022",Memphis Grizzlies,Denver Nuggets,9:00p
692,"Fri, Jan 21, 2022",Detroit Pistons,Utah Jazz,9:00p
693,"Fri, Jan 21, 2022",Houston Rockets,Golden State Warriors,10:00p
694,"Sat, Jan 22, 2022",Oklahoma City Thunder,Cleveland Cavaliers,8:00p
695,"Sat, Jan 22, 2022",Sacramento Kings,Milwaukee Bucks,8:00p
696,"Sat, Jan 22, 2022",Indiana Pacers,Phoenix Suns,9:00p
697,"Sun, Jan 23, 2022",Los Angeles Clippers,New York Knicks,1:00p
698,"Sun, Jan 23, 2022",Boston Celtics,Washington Wizards,3:30p
699,"Sun, Jan 23, 2022",Los Angeles Lakers,Miami Heat,6:00p
700,"Sun, Jan 23, 2022",Chicago Bulls,Orlando Magic,6:00p
701,"Sun, Jan 23, 2022",Portland Trail Blazers,Toronto Raptors,6:00p
702,"Sun, Jan 23, 2022",Atlanta Hawks,Charlotte Hornets,7:00p
703,"Sun, Jan 23, 2022",Philadelphia 76ers,San Antonio Spurs,7:00p
704,"Sun, Jan 23, 2022",Memphis Grizzlies,Dallas Mavericks,7:30p
705,"Sun, Jan 23, 2022",Detroit Pistons,Denver Nuggets,8:00p
706,"Sun, Jan 23, 2022",Brooklyn Nets,Minnesota Timberwolves,8:00p
707,"Sun, Jan 23, 2022",Utah Jazz,Golden State Warriors,8:30p
708,"Mon, Jan 24, 2022",New York Knicks,Cleveland Cavaliers,7:00p
709,"Mon, Jan 24, 2022",Chicago Bulls,Atlanta Hawks,7:30p
710,"Mon, Jan 24, 2022",Philadelphia 76ers,Houston Rockets,8:00p
711,"Mon, Jan 24, 2022",Indiana Pacers,New Orleans Pelicans,8:00p
712,"Mon, Jan 24, 2022",Utah Jazz,Phoenix Suns,9:00p
713,"Tue, Jan 25, 2022",Denver Nuggets,Detroit Pistons,7:00p
714,"Tue, Jan 25, 2022",Charlotte Hornets,Toronto Raptors,7:00p
715,"Tue, Jan 25, 2022",Los Angeles Clippers,Washington Wizards,7:00p
716,"Tue, Jan 25, 2022",Sacramento Kings,Boston Celtics,7:30p
717,"Tue, Jan 25, 2022",Los Angeles Lakers,Brooklyn Nets,7:30p
718,"Tue, Jan 25, 2022",San Antonio Spurs,Houston Rockets,8:00p
719,"Tue, Jan 25, 2022",Dallas Mavericks,Golden State Warriors,10:00p
720,"Tue, Jan 25, 2022",Minnesota Timberwolves,Portland Trail Blazers,10:00p
721,"Wed, Jan 26, 2022",Milwaukee Bucks,Cleveland Cavaliers,7:00p
722,"Wed, Jan 26, 2022",Charlotte Hornets,Indiana Pacers,7:00p
723,"Wed, Jan 26, 2022",Los Angeles Clippers,Orlando Magic,7:00p
724,"Wed, Jan 26, 2022",Sacramento Kings,Atlanta Hawks,7:30p
725,"Wed, Jan 26, 2022",Toronto Raptors,Brooklyn Nets,7:30p
726,"Wed, Jan 26, 2022",New York Knicks,Miami Heat,7:30p
727,"Wed, Jan 26, 2022",Memphis Grizzlies,San Antonio Spurs,7:30p
728,"Wed, Jan 26, 2022",Denver Nuggets,New Orleans Pelicans,8:00p
729,"Wed, Jan 26, 2022",Chicago Bulls,Oklahoma City Thunder,8:00p
730,"Wed, Jan 26, 2022",Dallas Mavericks,Portland Trail Blazers,10:00p
731,"Wed, Jan 26, 2022",Phoenix Suns,Utah Jazz,10:00p
732,"Thu, Jan 27, 2022",Los Angeles Lakers,Philadelphia 76ers,7:30p
733,"Thu, Jan 27, 2022",Minnesota Timberwolves,Golden State Warriors,10:00p
734,"Fri, Jan 28, 2022",Los Angeles Lakers,Charlotte Hornets,7:00p
735,"Fri, Jan 28, 2022",Detroit Pistons,Orlando Magic,7:00p
736,"Fri, Jan 28, 2022",Boston Celtics,Atlanta Hawks,7:30p
737,"Fri, Jan 28, 2022",Portland Trail Blazers,Houston Rockets,8:00p
738,"Fri, Jan 28, 2022",Utah Jazz,Memphis Grizzlies,8:00p
739,"Fri, Jan 28, 2022",Los Angeles Clippers,Miami Heat,8:00p
740,"Fri, Jan 28, 2022",Indiana Pacers,Oklahoma City Thunder,8:00p
741,"Fri, Jan 28, 2022",Chicago Bulls,San Antonio Spurs,8:30p
742,"Fri, Jan 28, 2022",Minnesota Timberwolves,Phoenix Suns,9:00p
743,"Fri, Jan 28, 2022",New York Knicks,Milwaukee Bucks,10:00p
744,"Sat, Jan 29, 2022",Boston Celtics,New Orleans Pelicans,6:00p
745,"Sat, Jan 29, 2022",Indiana Pacers,Dallas Mavericks,7:00p
746,"Sat, Jan 29, 2022",Sacramento Kings,Philadelphia 76ers,7:30p
747,"Sat, Jan 29, 2022",Washington Wizards,Memphis Grizzlies,8:00p
748,"Sat, Jan 29, 2022",Toronto Raptors,Miami Heat,8:00p
749,"Sat, Jan 29, 2022",Brooklyn Nets,Golden State Warriors,8:30p
750,"Sun, Jan 30, 2022",Los Angeles Lakers,Atlanta Hawks,1:00p
751,"Sun, Jan 30, 2022",Los Angeles Clippers,Charlotte Hornets,1:00p
752,"Sun, Jan 30, 2022",Portland Trail Blazers,Chicago Bulls,3:30p
753,"Sun, Jan 30, 2022",Cleveland Cavaliers,Detroit Pistons,6:00p
754,"Sun, Jan 30, 2022",Denver Nuggets,Milwaukee Bucks,7:00p
755,"Sun, Jan 30, 2022",Dallas Mavericks,Orlando Magic,7:00p
756,"Sun, Jan 30, 2022",Utah Jazz,Minnesota Timberwolves,8:00p
757,"Sun, Jan 30, 2022",San Antonio Spurs,Phoenix Suns,8:00p
758,"Mon, Jan 31, 2022",New Orleans Pelicans,Cleveland Cavaliers,7:00p
759,"Mon, Jan 31, 2022",Los Angeles Clippers,Indiana Pacers,7:00p
760,"Mon, Jan 31, 2022",Memphis Grizzlies,Philadelphia 76ers,7:00p
761,"Mon, Jan 31, 2022",Miami Heat,Boston Celtics,7:30p
762,"Mon, Jan 31, 2022",Sacramento Kings,New York Knicks,7:30p
763,"Mon, Jan 31, 2022",Golden State Warriors,Houston Rockets,8:00p
764,"Mon, Jan 31, 2022",Portland Trail Blazers,Oklahoma City Thunder,8:00p
765,"Tue, Feb 1, 2022",New Orleans Pelicans,Detroit Pistons,7:00p
766,"Tue, Feb 1, 2022",Toronto Raptors,Atlanta Hawks,7:30p
767,"Tue, Feb 1, 2022",Washington Wizards,Milwaukee Bucks,7:30p
768,"Tue, Feb 1, 2022",Orlando Magic,Chicago Bulls,8:00p
769,"Tue, Feb 1, 2022",Denver Nuggets,Minnesota Timberwolves,8:00p
770,"Tue, Feb 1, 2022",Golden State Warriors,San Antonio Spurs,8:30p
771,"Tue, Feb 1, 2022",Brooklyn Nets,Phoenix Suns,10:00p
772,"Wed, Feb 2, 2022",Orlando Magic,Indiana Pacers,7:00p
773,"Wed, Feb 2, 2022",Washington Wizards,Philadelphia 76ers,7:00p
774,"Wed, Feb 2, 2022",Charlotte Hornets,Boston Celtics,7:30p
775,"Wed, Feb 2, 2022",Memphis Grizzlies,New York Knicks,7:30p
776,"Wed, Feb 2, 2022",Cleveland Cavaliers,Houston Rockets,8:00p
777,"Wed, Feb 2, 2022",Oklahoma City Thunder,Dallas Mavericks,8:30p
778,"Wed, Feb 2, 2022",Brooklyn Nets,Sacramento Kings,10:00p
779,"Wed, Feb 2, 2022",Denver Nuggets,Utah Jazz,10:00p
780,"Wed, Feb 2, 2022",Portland Trail Blazers,Los Angeles Lakers,10:30p
781,"Thu, Feb 3, 2022",Minnesota Timberwolves,Detroit Pistons,7:00p
782,"Thu, Feb 3, 2022",Phoenix Suns,Atlanta Hawks,7:30p
783,"Thu, Feb 3, 2022",Miami Heat,Toronto Raptors,7:30p
784,"Thu, Feb 3, 2022",Sacramento Kings,Golden State Warriors,10:00p
785,"Thu, Feb 3, 2022",Los Angeles Lakers,Los Angeles Clippers,10:00p
786,"Fri, Feb 4, 2022",Cleveland Cavaliers,Charlotte Hornets,7:00p
787,"Fri, Feb 4, 2022",Boston Celtics,Detroit Pistons,7:00p
788,"Fri, Feb 4, 2022",Chicago Bulls,Indiana Pacers,7:00p
789,"Fri, Feb 4, 2022",Atlanta Hawks,Toronto Raptors,7:30p
790,"Fri, Feb 4, 2022",Philadelphia 76ers,Dallas Mavericks,8:30p
791,"Fri, Feb 4, 2022",Houston Rockets,San Antonio Spurs,8:30p
792,"Fri, Feb 4, 2022",Brooklyn Nets,Utah Jazz,9:00p
793,"Fri, Feb 4, 2022",New Orleans Pelicans,Denver Nuggets,10:00p
794,"Fri, Feb 4, 2022",Oklahoma City Thunder,Portland Trail Blazers,10:00p
795,"Sat, Feb 5, 2022",Memphis Grizzlies,Orlando Magic,5:00p
796,"Sat, Feb 5, 2022",Miami Heat,Charlotte Hornets,7:00p
797,"Sat, Feb 5, 2022",Phoenix Suns,Washington Wizards,7:00p
798,"Sat, Feb 5, 2022",New York Knicks,Los Angeles Lakers,8:30p
799,"Sat, Feb 5, 2022",Milwaukee Bucks,Portland Trail Blazers,10:00p
800,"Sat, Feb 5, 2022",Oklahoma City Thunder,Sacramento Kings,10:00p
801,"Sun, Feb 6, 2022",Philadelphia 76ers,Chicago Bulls,3:30p
802,"Sun, Feb 6, 2022",Brooklyn Nets,Denver Nuggets,3:30p
803,"Sun, Feb 6, 2022",Detroit Pistons,Minnesota Timberwolves,3:30p
804,"Sun, Feb 6, 2022",Indiana Pacers,Cleveland Cavaliers,6:00p
805,"Sun, Feb 6, 2022",Atlanta Hawks,Dallas Mavericks,6:00p
806,"Sun, Feb 6, 2022",Boston Celtics,Orlando Magic,6:00p
807,"Sun, Feb 6, 2022",New Orleans Pelicans,Houston Rockets,7:00p
808,"Sun, Feb 6, 2022",Milwaukee Bucks,Los Angeles Clippers,9:00p
809,"Mon, Feb 7, 2022",Toronto Raptors,Charlotte Hornets,7:00p
810,"Mon, Feb 7, 2022",Miami Heat,Washington Wizards,7:00p
811,"Mon, Feb 7, 2022",Phoenix Suns,Chicago Bulls,8:00p
812,"Mon, Feb 7, 2022",Golden State Warriors,Oklahoma City Thunder,8:00p
813,"Mon, Feb 7, 2022",New York Knicks,Utah Jazz,9:00p
814,"Tue, Feb 8, 2022",Phoenix Suns,Philadelphia 76ers,7:00p
815,"Tue, Feb 8, 2022",Indiana Pacers,Atlanta Hawks,7:30p
816,"Tue, Feb 8, 2022",Boston Celtics,Brooklyn Nets,7:30p
817,"Tue, Feb 8, 2022",Los Angeles Clippers,Memphis Grizzlies,8:00p
818,"Tue, Feb 8, 2022",Houston Rockets,New Orleans Pelicans,8:00p
819,"Tue, Feb 8, 2022",Detroit Pistons,Dallas Mavericks,8:30p
820,"Tue, Feb 8, 2022",New York Knicks,Denver Nuggets,9:00p
821,"Tue, Feb 8, 2022",Milwaukee Bucks,Los Angeles Lakers,10:00p
822,"Tue, Feb 8, 2022",Orlando Magic,Portland Trail Blazers,10:00p
823,"Tue, Feb 8, 2022",Minnesota Timberwolves,Sacramento Kings,10:00p
824,"Wed, Feb 9, 2022",San Antonio Spurs,Cleveland Cavaliers,7:00p
825,"Wed, Feb 9, 2022",Chicago Bulls,Charlotte Hornets,7:30p
826,"Wed, Feb 9, 2022",Toronto Raptors,Oklahoma City Thunder,8:00p
827,"Wed, Feb 9, 2022",Los Angeles Lakers,Portland Trail Blazers,10:00p
828,"Wed, Feb 9, 2022",Minnesota Timberwolves,Sacramento Kings,10:00p
829,"Wed, Feb 9, 2022",Golden State Warriors,Utah Jazz,10:00p
830,"Thu, Feb 10, 2022",Memphis Grizzlies,Detroit Pistons,7:00p
831,"Thu, Feb 10, 2022",Brooklyn Nets,Washington Wizards,7:00p
832,"Thu, Feb 10, 2022",Miami Heat,New Orleans Pelicans,7:30p
833,"Thu, Feb 10, 2022",Toronto Raptors,Houston Rockets,8:00p
834,"Thu, Feb 10, 2022",Los Angeles Clippers,Dallas Mavericks,8:30p
835,"Thu, Feb 10, 2022",New York Knicks,Golden State Warriors,10:00p
836,"Thu, Feb 10, 2022",Milwaukee Bucks,Phoenix Suns,10:00p
837,"Fri, Feb 11, 2022",Charlotte Hornets,Detroit Pistons,7:00p
838,"Fri, Feb 11, 2022",Cleveland Cavaliers,Indiana Pacers,7:00p
839,"Fri, Feb 11, 2022",Oklahoma City Thunder,Philadelphia 76ers,7:00p
840,"Fri, Feb 11, 2022",San Antonio Spurs,Atlanta Hawks,7:30p
841,"Fri, Feb 11, 2022",Denver Nuggets,Boston Celtics,7:30p
842,"Fri, Feb 11, 2022",Minnesota Timberwolves,Chicago Bulls,8:00p
843,"Fri, Feb 11, 2022",Orlando Magic,Utah Jazz,9:00p
844,"Sat, Feb 12, 2022",New York Knicks,Portland Trail Blazers,5:00p
845,"Sat, Feb 12, 2022",Memphis Grizzlies,Charlotte Hornets,7:00p
846,"Sat, Feb 12, 2022",San Antonio Spurs,New Orleans Pelicans,7:00p
847,"Sat, Feb 12, 2022",Sacramento Kings,Washington Wizards,7:00p
848,"Sat, Feb 12, 2022",Cleveland Cavaliers,Philadelphia 76ers,7:30p
849,"Sat, Feb 12, 2022",Denver Nuggets,Toronto Raptors,7:30p
850,"Sat, Feb 12, 2022",Oklahoma City Thunder,Chicago Bulls,8:00p
851,"Sat, Feb 12, 2022",Brooklyn Nets,Miami Heat,8:00p
852,"Sat, Feb 12, 2022",Los Angeles Clippers,Dallas Mavericks,8:30p
853,"Sat, Feb 12, 2022",Los Angeles Lakers,Golden State Warriors,8:30p
